Key;Item.Type;Publication.Year;Author;Title;Publication.Title;Abstract.Note;File.Attachments
GFSLM36K;journalArticle;2020;"Stewart, Christopher; Labreche, Georges; Gonzalez, Daniel Lombrana";A Pilot Study on Remote Sensing and Citizen Science for Archaeological Prospection;Remote Sensing;Cost-effective techniques for systematic archaeological prospection are essential to improve the efficiency of preventive archaeology and the preservation of cultural heritage. Web Mapping Services, such as Microsoft Bing Maps, provide imagery covering extensive areas at high resolution. These can, in some cases, reveal cropmarks of buried historical structures. Given that archaeological prospection is not generally the priority of most common Web Mapping Services, the conditions under which images are acquired are not always suitable for the appearance of cropmarks. Therefore, their detection is typically serendipitous. This pilot project attempts to assess the potential to use the Microsoft Bing Maps Bird's Eye service within a crowdsourcing platform to systematically search for archaeological cropmarks in the surroundings of the city of Rome in Italy. On this platform, which is hosted by the company Scifabric (Southampton, UK) and based on PyBossa, an Open Source framework for crowdsourcing, members of the public are invited to interpret oblique air photo tiles of Bing Maps Bird's Eye. While the project is still on-going, at least one seamless coverage of tiles in the area of interest has been interpreted. For each tile, the Bing Maps Bird's Eye service provides oblique air photo coverage in up to four possible orientations. As of 5 July 2020, 18,765 of the total 67,014 tasks have been completed. Amongst these completed tasks, positive detections of cropmarks were recorded once for 1447 tasks, twice for 57 tasks, and three or more times for 10 tasks. While many of these detections may be erroneous, some correspond with archaeological cropmarks of buried remains of buildings, roads, aqueducts, and urban areas from the Roman period, as verified by comparison with archaeological survey data. This leads to the conclusion that the Bing Maps Bird's Eye service contains a wealth of information useful for archaeological prospection, and that to a certain extent citizen researchers could help to mine this information. However, a more thorough analysis would need to be carried out on possible false negatives and biases related to the varying ease of interpretation of residues of different archaeological structures from multiple historical periods. This activity forms the first part of a research project on the systematic prospection of archaeological cropmarks. The ultimate aim is to reach a critical mass of training data through crowdsourcing which can be augmented and used as input to train a machine learning algorithm for automatic detection on a larger scale.;Stewart et al. - 2020 - A Pilot Study on Remote Sensing and Citizen Scienc.txt
5QJXP9WB;journalArticle;2020;"Yaworsky, Peter M.; Vernon, Kenneth B.; Spangler, Jerry D.; Brewer, Simon C.; Codding, Brian F.";Advancing predictive modeling in archaeology: An evaluation of regression and machine learning methods on the Grand Staircase-Escalante National Monument;Plos One;Predictive models are central to both archaeological research and cultural resource management. Yet, archaeological applications of predictive models are often insufficient due to small training data sets, inadequate statistical techniques, and a lack of theoretical insight to explain the responses of past land use to predictor variables. Here we address these critiques and evaluate the predictive power of four statistical approaches widely used in ecological modeling-generalized linear models, generalized additive models, maximum entropy, and random forests-to predict the locations of Formative Period (2100-650 BP) archaeological sites in the Grand Staircase-Escalante National Monument. We assess each modeling approach using a threshold-independent measure, the area under the curve (AUC), and threshold-dependent measures, like the true skill statistic. We find that the majority of the modeling approaches struggle with archaeological datasets due to the frequent lack of true-absence locations, which violates model assumptions of generalized linear models, generalized additive models, and random forests, as well as measures of their predictive power (AUC). Maximum entropy is the only method tested here which is capable of utilizing pseudo-absence points (inferred absence data based on known presence data) and controlling for a non-representative sampling of the landscape, thus making maximum entropy the best modeling approach for common archaeological data when the goal is prediction. Regression-based approaches may be more applicable when prediction is not the goal, given their grounding in well-established statistical theory. Random forests, while the most powerful, is not applicable to archaeological data except in the rare case where true-absence data exist. Our results have significant implications for the application of predictive models by archaeologists for research and conservation purposes and highlight the importance of understanding model assumptions.;Yaworsky et al. - 2020 - Advancing predictive modeling in archaeology An e.txt
J83ASQT4;journalArticle;2020;"Bundzel, Marek; Jascur, Miroslav; Kovac, Milan; Lieskovsky, Tibor; Sincak, Peter; Tkacik, Tomas";Semantic Segmentation of Airborne LiDAR Data in Maya Archaeology;Remote Sensing;Airborne LiDAR produced large amounts of data for archaeological research over the past decade. Labeling this type of archaeological data is a tedious process. We used a data set from Pacunam LiDAR Initiative survey of lowland Maya region in Guatemala. The data set contains ancient Maya structures that were manually labeled, and ground verified to a large extent. We have built and compared two deep learning-based models, U-Net and Mask R-CNN, for semantic segmentation. The segmentation models were used in two tasks: identification of areas of ancient construction activity, and identification of the remnants of ancient Maya buildings. The U-Net based model performed better in both tasks and was capable of correctly identifying 60-66% of all objects, and 74-81% of medium sized objects. The quality of the resulting prediction was evaluated using a variety of quantifiers. Furthermore, we discuss the problems of re-purposing the archaeological style labeling for production of valid machine learning training sets. Ultimately, we outline the value of these models for archaeological research and present the road map to produce a useful decision support system for recognition of ancient objects in LiDAR data.;rs12223685.txt
4VPUKDHT;journalArticle;2020;"Kogou, Sotiria; Shahtahmassebi, Golnaz; Lucian, Andrei; Liang, Haida; Shui, Biwen; Zhang, Wenyuan; Su, Bomin; van Schaik, Sam";From remote sensing and machine learning to the history of the Silk Road: large scale material identification on wall paintings;Scientific Reports;Automatic remote reflectance spectral imaging of large painted areas in high resolution, from distances of tens of meters, has made the imaging of entire architectural interior feasible. However, it has significantly increased the volume of data. Here we present a machine learning based method to automatically detect 'hidden' writings and map material variations. Clustering of reflectance spectra allowed materials at inaccessible heights to be properly identified by performing non-invasive analysis on regions in the same cluster at accessible heights using a range of complementary spectroscopic techniques. The world heritage site of the Mogao caves, along the ancient Silk Road, consists of 492 richly painted Buddhist cave temples dating from the fourth to fourteenth century. Cave 465 at the northern end of the site is unique in its Indo-Tibetan tantric Buddhist style, and like many other caves, the date of its construction is still under debate. This study demonstrates the powers of an interdisciplinary approach that combines material identification, palaeographic analysis of the revealed Sanskrit writings and archaeological evidence for the dating of the cave temple paintings, narrowing it down to the late twelfth century to thirteenth century.;Kogou et al. - 2020 - From remote sensing and machine learning to the hi.txt
S3WP2X4K;journalArticle;2020;"Diez-Pastor, Jose-Francisco; Latorre-Carmona, Pedro; Arnaiz-Gonzalez, Alvar; Ruiz-Perez, Javier; Zurro, Debora";"\You Are Not My Type\"": An Evaluation of Classification Methods for Automatic Phytolith Identification""";Microscopy and Microanalysis;Phytoliths can be an important source of information related to environmental and climatic change, as well as to ancient plant use by humans, particularly within the disciplines of paleoecology and archaeology. Currently, phytolith identification and categorization is performed manually by researchers, a time-consuming task liable to misclassifications. The automated classification of phytoliths would allow the standardization of identification processes, avoiding possible biases related to the classification capability of researchers. This paper presents a comparative analysis of six classification methods, using digitized microscopic images to examine the efficacy of different quantitative approaches for characterizing phytoliths. A comprehensive experiment performed on images of 429 phytoliths demonstrated that the automatic phytolith classification is a promising area of research that will help researchers to invest time more efficiently and improve their recognition accuracy rate.;Diez-Pastor et al. - 2020 - You Are Not My Type An Evaluation of Classifica.txt
G8NNMCPV;journalArticle;2020;"Janzen, Anneke; Bataille, Clement; Copeland, Sandi R.; Quinn, Rhonda L.; Ambrose, Stanley H.; Reed, Denne; Hamilton, Marian; Grimes, Vaughan; Richards, Michael P.; le Roux, Petrus; Roberts, Patrick";Spatial variation in bioavailable strontium isotope ratios (Sr-87/Sr-86) in Kenya and northern Tanzania: Implications for ecology, paleoanthropology, and archaeology;Palaeogeography Palaeoclimatology Palaeoecology;Eastern Africa is a key region for studying archaeological, palaeontological, and ecological movements. This region hosts critical developments in hominin and human evolution, the dispersal of food-producing populations across the continent, and some of the largest known contemporary mammalian migrations on the planet. Strontium isotope analysis of biominerals such as tooth enamel, eggshell, and other tissues in modern animals have been used to reconstruct migration, residential mobility, and provenience. The diverse geologies of Kenya and Tanzania, ranging from the Archaean Basement System rocks of the Tanzania Craton to the recent volcanics of rift valleys, make it a highly promising area for mobility and provenience studies using strontium isotope ratios (Sr-87/Sr-86). Nevertheless, the application of strontium isotope analysis to reconstruct migration and individual mobility has been limited in the region due to the lack of a map predicting biologically available (bioavailable) Sr-87/Sr-86. We present bioavailable Sr-87/Sr-86 data from a variety of modern and archaeological materials throughout Kenya and northern Tanzania. We show that Sr-87/Sr-86 of living organisms in the study area range from as low as 0.70439 for samples collected from Neogene volcanics to 0.72796 for samples collected from Precambrian Basement System rocks. We also present an Sr-87/Sr-86 map (isoscape) of Kenya and Tanzania developed using a machine-learning framework and a compilation of bioavailable Sr-87/Sr-86 data from Africa. This map provides the first predictions of bioavailable Sr-87/Sr-86 for East Africa, and represents a crucial resource for future work on ancient and modern animal and human mobility.;janzen2020.txt
UEB9UJSB;conferencePaper;2021;"Dia, K.; Coli, V.; Blanc-Feraud, L.; Leblond, J.; Gomart, L.; Binder, D.";Applications of Learning Methods to Imaging Issues in Archaeology, Regarding Ancient Ceramic Manufacturing;Proceedings of the 2nd International Conference on Deep Learning Theory and Applications (delta);Archaeological studies involve more and more numerical data analyses. In this work, we are interested in the analysis and classification of ceramic sherds tomographic images in order to help archaeologists in learning about the fabrication processes of ancient pottery. More specifically, a particular manufacturing process (spiral patchwork) has recently been discovered in early Neolithic Mediterranean sites, along with a more traditional coiling technique. It has been shown that the ceramic pore distribution in available tomographic images of both archaeological and experimental samples can reveal which manufacturing technique was used. Indeed, with the spiral patchwork, the pores exhibit spiral-like behaviours, whereas with the traditional one, they are distributed along parallel lines, especially in the experimental samples. However, in archaeological samples, these distributions are very noisy, making analysis and discrimination hard to process. Here, we investigate how Learning Methods (Deep Learning and Support Vector Machine) can be used to answer these numerically difficult problems. In particular, we study how the results depend on the input data (either raw data at the output of the tomographic device, or after a preliminary pore segmentation step), and the quality of the information they could provide to archaeologists.;Dia et al. - 2021 - Applications of Learning Methods to Imaging Issues.txt
N4KSPQFU;conferencePaper;2021;"Stoean, Ruxandra; Ionescu, Leonard; Stoean, Catalin; Boicea, Marinela; Atencia, Miguel; Joya, Gonzalo";A Deep Learning-based Surrogate for the XRF Approximation of Elemental Composition within Archaeological Artefacts before Restoration;Knowledge-Based and Intelligent Information & Engineering Systems (kse 2021);"The restoration of archaeological artefacts is naturally utterly important for preserving the cultural heritage. The first step that is undertaken in this process is the chemical analysis of the object, in order to decide the best procedures for its restoration. The gold standard in approximating the concentration of the elements in its composition (in percentages, between 0 and 100) is performed through an X-ray fluorescence (XRF) machine. While this is a non-invasive approach, it comes at substantial financial and training costs, and possible radiation exposure of the investigator. In this context, the present paper explores the potential of a deep learning regression model to give an estimate on the concentration of a given element from stereo microscopy slides of historical artefacts, as an alternative means to the XRF. Two problems with different degrees of complexity are examined in turn. The first one is represented by the consideration of iron objects, where the metal is strongly dominant in the chemical structure. The second comes both as a complement to the other, in order to expose the model also to non-iron items, and as a more difficult task of identifying the degree of copper that is present only as part of an alloy constitution. While for iron the one absolute value prediction of the model is always very close to the XRF approximation, copper has a wider distribution of its concentration among objects, which is more challenging to learn; hence, performance for a singular absolute estimation can rise only with the increase in the amount of data. A window of error acceptability was also implemented and it allows for an approximation that is sufficient for grasping the degree of the metal in the composition that is necessary for the restoration procedures. The findings therefore provide a first step in putting forward a computational support tool that represents a less expensive and less dangerous alternative for approximating the elemental analysis before artefact reinstatement. (C) 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://crativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of KES International.";Stoean et al. - 2021 - A Deep Learning-based Surrogate for the XRF Approx.txt
C9ZGCNB3;journalArticle;2021;"Mesanza-Moraza, Amaia; Garcia-Gomez, Ismael; Azkarate, Agustin";Machine Learning for the Built Heritage Archaeological Study;Acm Journal on Computing and Cultural Heritage;"The presence of artificial intelligence in our lives is increasing and being applied to fields such as medicine, engineering, telecommunications, remote sensing and 3D visualization. Nevertheless, it has never been used for the stratigraphic study of historical buildings. Thus far, archaeologists and architects, the experts in archaeology of architecture, have led this research. The method consisted of visually-and, consequently, subjectively-identifying certain evidence regarding the elevations of such buildings that could be a consequence of the passage of time. In this article, we would like to present the results from one of the research projects pursued by our group, in which we automated the stratigraphic study of some historic buildings using multivariate statistic techniques. To this end, we first measured the building using surveying techniques to create a 3D model, and then, we broke down every stone into qualitative and quantitative variables. To identify the stratigraphic features on the walls, we applied machine learning by conducting different predictive and descriptive analyses. The predictive analyses were used to rule out any blocks of stone with different characteristics, such as rough stones, joint ashlars, and voussoirs of arches; these are irregularities that probably show building processes and whose identification is crucial in ascertaining the structural evolution of the building. In supervised learning, we experimented with decision trees and random forest- and although the results were good in all cases, we ultimately opted to implement the predictive model obtained using the last one. While identifying the evidence on the walls, it was also very important to identify different continuity solutions or interfaces present on them, because although these are elements without materiality, they are of great value in terms of timescale, because they delimit different strata and allow us to deduce the relationship between them.";Mesanza-Moraza et al. - 2021 - Machine Learning for the Built Heritage Archaeolog.txt
2J5VNYQQ;journalArticle;2021;"Bustos-Perez, Guillermo; Baena, Javier";Predicting Flake Mass: A View from Machine Learning;Lithic Technology;Estimating flake mass based on remaining attributes bears an important relationship for the interpretation of lithic assemblages. Previous works have pointed out the relationship between flake attributes and prediction of flake mass. This study builds on previous works by using data from an experimental collection of flakes. Estimated mass was arrived at by generating a multiple linear regression model that combines several predictive variables. Variable selection for model training was carried out by using best subset selection, which evaluates all possible combinations of variables. Evaluation of the model was performed by computing common machine learning statistics along with estimated percentage error. Results make it possible to determine the best variables and estimate their relationships with flake mass. On the other hand, results also show that although the model is slightly biased and performs adequately, it has a limited inferential ability, especially when compared with other methods/indexes employed to estimate reduction.;BUSTOS-PEREZ_2021.txt
S5N2DNE3;journalArticle;2021;"Carrion-Ruiz, Berta; Riutort-Mayol, Gabriel; Molada-Tebar, Adolfo; Lerma, Jose L.; Villaverde, Valentin";Color degradation mapping of rock art paintings using microfading spectrometry;Journal of Cultural Heritage;Rock art documentation is a complex task that should be carried out in a complete, rigorous and exhaustive way, in order to take particular actions that allow stakeholders to preserve the archaeological sites under constant deterioration. The pigments used in prehistoric paintings present high light sensitivity and rigorous scientific color degradation mapping is not usually undertaken in overall archaeological sites. Microfading spectrometry is a suitable technique for determining the light-stability of pigments found in rock art paintings in a non-destructive way. Spectral data can be transformed into colorimetric information following the recommendations published by the Commission Internationale de l'Eclairage(CIE). The fading degree can be evaluated through the color changes produced, computing both color and chromatic differences. Microfading Tester (MFT) measurements on spot samples are time-consuming and difficult to materialize on-site. This paper presents the results of statistical Gaussian process interpolation to map the potential MFT spectral variations overtime on a scene full of prehistoric rock art paintings. In addition, a descriptive analysis of color variations that may suffer the rock art motifs overtime has been carried out. The advanced statistical methodology implemented can highlight potential changes on some rock support areas, and stable conditions on the painted red motifs over time, which can help to establish future conservation actions in the archaeological site. (C) 2020 Elsevier Masson SAS. All rights reserved.;j.culher.2020.10.002.txt
E589ZWKL;journalArticle;2021;"Verschoof-van der Vaart, Wouter B.; Landauer, Juergen";Using CarcassonNet to automatically detect and trace hollow roads in LiDAR data from the Netherlands;Journal of Cultural Heritage;The systematic mapping of hollow roads, traces of (post)medieval sunken cart tracks ways, can provide information on past human movement and historical route networks. However, the sheer amount of traces and of available high-quality data necessitates the use of computational methods for the automatic detection of these archaeological objects. Therefore, a novel approach, named CarcassonNet, has been developed that uses a combination of a Deep Learning convolutional neural network and image processing algorithms to detect and trace hollow roads in LiDAR data from the Netherlands. CarcassonNet has been specifically developed for the archaeological domain, focusing on being computationally light and suited for reconstructing partially preserved and intersected hollow roads. Instead of using the whole roads as input for the convolutional neural network, in CarcassonNet individual sections are used. This makes it much more cost-effective to create a sufficient training dataset, and makes the classification task (performed by the neural network) relatively simple, with better detection results. The output of CarcassonNet consists of two types of geospatial vectors that offer the opportunity to efficiently study the roads themselves and their precise location in the landscape (polygons), and the course of the roads and the resulting route network (lines). An experimental evaluation shows that CarcassonNet is able to effectively detect hollow roads, with a MCC score of 0.47. Furthermore, it is shown that using the Digital Terrain Model, instead of visualized LiDAR data (hillshade) improves the performance of the convolutional neural network. The results of this research offer opportunities to reconstruct vanished and abandoned (post)medieval routes and answer questions about human-landscape interactions. (C) 2020 L'Auteur(s). Publie par Elsevier Masson SAS. Cet article est publie en Open Access sous licence CC BY.;Verschoof-van der Vaart et Landauer - 2021 - Using CarcassonNet to automatically detect and tra.txt
79XVN69E;journalArticle;2021;"Kowlessar, Jarrad; Keal, James; Wesley, Daryl; Moffat, Ian; Lawrence, Dudley; Weson, Abraham; Nayinggul, Alfred";Reconstructing rock art chronology with transfer learning: A case study from Arnhem Land, Australia;Australian Archaeology;In recent years, machine learning approaches have been used to classify and extract style from media and have been used to reinforce known chronologies from classical art history. In this work we employ the first ever machine learning analysis of Australian rock art using a data efficient transfer learning approach to identify features suitable for distinguishing styles of rock art. These features are evaluated in a one-shot learning setting. Results demonstrate that known Arnhem Land Rock art styles can be resolved without knowledge of prior groupings. We then analyse the activation space of learned features and report on the relationships between styles and arrange these classes into a stylistic chronology based on distance within the activation space. By generating a stylistic chronology, it is shown that the model is sensitive to both temporal and spatial patterns in the distribution of rock art in the Arnhem Land Plateau region. More broadly, this approach is ideally suited to evaluating style within any material culture assemblage and overcomes the common constraint of small training data sets in archaeological machine learning studies.;Kowlessar et al. - 2021 - Reconstructing rock art chronology with transfer l.txt
MHMAF9A5;journalArticle;2021;"Gualandi, Maria Letizia; Gattiglia, Gabriele; Anichini, Francesca";An Open System for Collection and Automatic Recognition of Pottery through Neural Network Algorithms;Heritage;"In the last ten years, artificial intelligence (AI) techniques have been applied in archaeology. The ArchAIDE project realised an AI-based application to recognise archaeological pottery. Pottery is of paramount importance for understanding archaeological contexts. However, recognition of ceramics is still a manual, time-consuming activity, reliant on analogue catalogues. The project developed two complementary machine-learning tools to propose identifications based on images captured on-site, for optimising and economising this process, while retaining key decision points necessary to create trusted results. One method relies on the shape of a potsherd; the other is based on decorative features. For the shape-based recognition, a novel deep-learning architecture was employed, integrating shape information from points along the inner and outer profile of a sherd. The decoration classifier is based on relatively standard architectures used in image recognition. In both cases, training the algorithms meant facing challenges related to real-world archaeological data: the scarcity of labelled data; extreme imbalance between instances of different categories; and the need to take note of minute differentiating features. Finally, the creation of a desktop and mobile application that integrates the AI classifiers provides an easy-to-use interface for pottery classification and storing pottery data.";Gualandi et al. - 2021 - An Open System for Collection and Automatic Recogn.txt
P9DPXPPH;journalArticle;2021;"Navarro, Pablo; Cintas, Celia; Lucena, Manuel; Manuel Fuertes, Jose; Delrieux, Claudio; Molinos, Manuel";Learning feature representation of Iberian ceramics with automatic classification models;Journal of Cultural Heritage;In Cultural Heritage inquiries, a common requirement is to establish time-based trends between archaeological artifacts belonging to different periods of a given culture, enabling among other things to determine chronological inferences with higher accuracy and precision. Among these, pottery vessels are significantly useful, given their relative abundance in most archaeological sites. However, this very abundance makes difficult and complex an accurate representation, since no two of these vessels are identical, and therefore classification criteria must be justified and applied. For this purpose, we propose the use of deep learning architectures to extract automatically learned features without prior knowledge or engineered features. By means of transfer learning, we retrained a Residual Neural Network with a binary image database of Iberian wheel-made pottery vessels' profiles. These vessels pertain to archaeological sites located in the upper valley of the Guadalquivir River (Spain). The resulting model can provide an accurate feature representation space, which can automatically classify profile images, achieving a mean accuracy of 0.96 with an f -measure of 0.96. This accuracy is remarkably higher than other state-of-the-art machine learning approaches, where several feature extraction techniques were applied together with multiple classifier models. These results provide novel strategies to current research in automatic feature representation and classification of different objects of study within the Archaeology domain. (c) 2021 Elsevier Masson SAS. All rights reserved.;j.culher.2021.01.003.txt
ZRVR6V3Z;journalArticle;2022;"Horn, Christian; Ivarsson, Oscar; Lindhe, Cecilia; Potter, Rich; Green, Ashely; Ling, Johan";Artificial Intelligence, 3D Documentation, and Rock Art-Approaching and Reflecting on the Automation of Identification and Classification of Rock Art Images;Journal of Archaeological Method and Theory;Rock art carvings, which are best described as petroglyphs, were produced by removing parts of the rock surface to create a negative relief. This tradition was particularly strong during the Nordic Bronze Age (1700-550 BC) in southern Scandinavia with over 20,000 boats and thousands of humans, animals, wagons, etc. This vivid and highly engaging material provides quantitative data of high potential to understand Bronze Age social structures and ideologies. The ability to provide the technically best possible documentation and to automate identification and classification of images would help to take full advantage of the research potential of petroglyphs in southern Scandinavia and elsewhere. We, therefore, attempted to train a model that locates and classifies image objects using faster region-based convolutional neural network (Faster-RCNN) based on data produced by a novel method to improve visualizing the content of 3D documentations. A newly created layer of 3D rock art documentation provides the best data currently available and has reduced inscribed bias compared to older methods. Several models were trained based on input images annotated with bounding boxes produced with different parameters to find the best solution. The data included 4305 individual images in 408 scans of rock art sites. To enhance the models and enrich the training data, we used data augmentation and transfer learning. The successful models perform exceptionally well on boats and circles, as well as with human figures and wheels. This work was an interdisciplinary undertaking which led to important reflections about archaeology, digital humanities, and artificial intelligence. The reflections and the success represented by the trained models open novel avenues for future research on rock art.;Horn et al. - 2022 - Artificial Intelligence, 3D Documentation, and Roc.txt
7AR3KGBX;journalArticle;2021;"Holt, Emily; Evans, Jane A.; Madgwick, Richard";Strontium (Sr-87/Sr-86) mapping: A critical review of methods and approaches;Earth-Science Reviews;"The use of bioavailable strontium in different environments to provenance biological materials has become increasingly common since its first applications in ecology and archaeology almost four decades ago. Provenancing biological materials using strontium isotope ratios requires a map of bioavailable strontium, commonly known as an isoscape, to compare results with. Both producing the isoscape and using it to interpret results present methodological challenges that researchers must carefully consider. A review of current research indicates that, while many archives can be analyzed to produce isoscapes, modern plant materials usually provide the best approximation of bioavailable strontium and can be used alone or combined with other archives if applying machine learning. Domain mapping currently produces the most accurate, most interpretable isoscapes for most research questions; however, machine learning approaches promise to provide more accurate and geographically wide-ranging isoscapes over time. Using strontium isotope analysis for provenancing is most successful when combined with other isotopes and/or trace elements as part of a likelihood approach. Strontium isoscapes that are both appropriate and sufficiently high resolution to answer specific research questions do not exist for most parts of the world. Researchers intending to incorporate strontium analysis into their research designs should expect to conduct primary sampling and analysis to create appropriate isoscapes or refine existing ones, which should themselves not be uncritically utilized. When sampling, it is essential to collect appropriate metadata; these metadata and the results of the analyses should be archived in one of several online databases to maximize their usefulness. With increasing amounts of primary data and the likely increased availability of machine learning approaches to mapping, strontium analysis will continue to improve as a method of provenancing.";Holt et al. - 2021 - Strontium (Sr-87Sr-86) mapping A critical review.txt
IEL4QZUD;journalArticle;2021;"Triantafyllou, A.; Mattielli, N.; Clerbois, S.; Da Silva, A. C.; Kaskes, P.; Claeys, Ph; Devleeschouwer, X.; Brkojewitsch, G.";Optimizing multiple non-invasive techniques (PXRF, pMS, IA) to characterize coarse-grained igneous rocks used as building stones;Journal of Archaeological Science;We present a workflow to conduct a full characterization of medium to coarse-grained igneous rocks, using portable, non-invasive, and reproducible approaches. This includes: (i) Image Analysis (IA) to quantify mineral phase proportions, grain size distribution using the Weka trainable machine learning algorithm. (ii) Portable Xray fluorescence spectrometer (PXRF, Bruker Tracer IV) to quantify the whole-rock?s chemical composition. For this purpose, a specific calibration method dedicated to igneous rocks using the open-source CloudCal app was developed. It was then validated for several key elements (Si, Al, K, Ti, Ca, Fe, Mn, Sr, Ga, Ba, Rb, Zn, Nb, Zr, and Y) by analyzing certified standard reference igneous rocks. (iii) Portable Magnetic Susceptibilimeter (pMS, Bartington MS2K system) to constrain the mineralogical contribution of the samples. The operational conditions for these three methods were tested and optimized by analyzing five unprepared surfaces of igneous rocks ranging from a coarse-grained alkaline granite to a fine-grained porphyric diorite and hence, covering variable grain sizes, mineralogical contents, and whole-rock geochemical compositions. For pMS and PXRF tools, one hundred analyses were conducted as a 10 cm ? 10 cm square grid on each sample. Bootstrap analysis was implemented to establish the best grid size sampling to reach an optimized reproducibility of the whole-rock signature. For PXRF analysis, averaged compositions were compared to PXRF analysis on press-pellets and laboratory WD-XRF analysis on fused disk and solution ICP-OES (for major) and solution-ICPMS (for trace element concentrations). Ultimately, this workflow was applied in the field on granitoids from three Roman quarrying sites in the Lavezzi archipelago (southern Corsica) and tested against the Bonifacio granitic War Memorial, for which its provenance is established. Our results confirm this information and open the door to geoarchaeological provenance studies with a high spatial resolution.;j.jas.2021.105376.txt
BHL7A7LG;journalArticle;2021;Bickler, Simon H.;Machine Learning Arrives in Archaeology;Advances in Archaeological Practice;Machine learning (ML) is rapidly being adopted by archaeologists interested in analyzing a range of geospatial, material cultural, textual, natural, and artistic data. The algorithms are particularly suited toward rapid identification and classification of archaeological features and objects. The results of these new studies include identification of many new sites around the world and improved classification of large archaeological datasets. ML fits well with more traditional methods used in archaeological analysis, and it remains subject to both the benefits and difficulties of those approaches. Small datasets associated with archaeological work make ML vulnerable to hidden complexity, systemic bias, and high validation costs if not managed appropriately. ML's scalability, flexibility, and rapid development, however, make it an essential part of twenty-first-century archaeological practice. This review briefly describes what ML is, how it is being used in archaeology today, and where it might be used in the future for archaeological purposes.;aap.2021.6.txt
8TBXHLMS;journalArticle;2021;"Character, Leila; Ortiz Jr, Agustin; Beach, Tim; Luzzadder-Beach, Sheryl";Archaeologic Machine Learning for Shipwreck Detection Using Lidar and Sonar;Remote Sensing;The objective of this project is to create a new implementation of a deep learning model that uses digital elevation data to detect shipwrecks automatically and rapidly over a large geographic area. This work is intended to apply a new methodology to the field of underwater archaeology. Shipwrecks represent a major resource to understand maritime human activity over millennia, but underwater archaeology is expensive, misappropriated, and hazardous. An automated tool to rapidly detect and map shipwrecks can therefore be used to create more accurate maps of natural and archaeological features to aid management objectives, study patterns across the landscape, and find new features. Additionally, more comprehensive and accurate shipwreck maps can help to prioritize site selection and plan excavation. The model is based on open source topo-bathymetric data and shipwreck data for the United States available from NOAA. The model uses transfer learning to compensate for a relatively small sample size and addresses a recurring problem that associated work has had with false positives by training the model both on shipwrecks and background topography. Results of statistical analyses conducted-ANOVAs and box and whisker plots-indicate that there are substantial differences between the morphologic characteristics that define shipwrecks vs. background topography, supporting this approach to addressing false positives. The model uses a YOLOv3 architecture and produced an F1 score of 0.92 and a precision score of 0.90, indicating that the approach taken herein to address false positives was successful.;rs13091759.txt
3IYUVVDV;journalArticle;2021;"Bataille, Clement P.; Jaouen, Klervia; Milano, Stefania; Trost, Manuel; Steinbrenner, Sven; Crubezy, Eric; Colleter, Rozenn";Triple sulfur-oxygen-strontium isotopes probabilistic geographic assignment of archaeological remains using a novel sulfur isoscape of western Europe;Plos One;Sulfur isotope composition of organic tissues is a commonly used tool for gathering information about provenance and diet in archaeology and paleoecology. However, the lack of maps predicting sulfur isotope variations on the landscape limits the possibility to use this isotopic system in quantitative geographic assignments. We compiled a database of 2,680 sulfur isotope analyses in the collagen of archaeological human and animal teeth from 221 individual locations across Western Europe. We used this isotopic compilation and remote sensing data to apply a multivariate machine-learning regression, and to predict sulfur isotope variations across Western Europe. The resulting model shows that sulfur isotope patterns are highly predictable, with 65% of sulfur isotope variations explained using only 4 variables representing marine sulfate deposition and local geological conditions. We used this novel sulfur isoscape and existing strontium and oxygen isoscapes of Western Europe to apply triple isotopes continuous-surface probabilistic geographic assignments to assess the origin of a series of teeth from local animals and humans from Brittany. We accurately and precisely constrained the origin of these individuals to limited regions of Brittany. This approach is broadly transferable to studies in archaeology and paleoecology as illustrated in a companion paper (Colleter et al. 2021).;Bataille et al. - 2021 - Triple sulfur-oxygen-strontium isotopes probabilis.txt
